decision_id,workflow_id,ts,decision_type,actor_type,actor_name,actor_version,objective,input_facts,evidence_refs,evidence_freshness_days,groundedness_score,options_evaluated,selected_action,selection_basis,confidence,policy_evaluations,authority,tool_action,business_outcome,owner,risk_tier
DEC-20260621-d7bde3,d7bde338-c1b5-4699-994d-8200aaebd63f,2026-06-21T11:10:31+00:00,high_risk_tool_invocation,agent,retail-support-agent,2.4.1,execute_account_mutation,"{""order_value"": 141.3, ""customer_tier"": ""loyalty_gold"", ""claim_age_days"": 15, ""channel"": ""web_chat""}","[""order_history_index"", ""order_history_index:5958""]",14,0.795,"[""proceed_with_action"", ""request_human_approval"", ""decline_action""]",request_human_approval,"[""high_risk_write_action"", ""approval_policy_requires_review""]",0.77,"[{""policy_id"": ""HIGH-RISK-ACTION-APPROVAL"", ""version"": ""1.0"", ""result"": ""pass""}]","{""approval_required"": true, ""approval_status"": ""approved"", ""approver_id"": ""human-review-495""}","{""tool"": ""loyalty_credit"", ""result"": ""success""}","{""outcome"": ""escalated_human"", ""amount"": null}",Cyber Security + Product Owner,medium
DEC-20260621-2caf2e,2caf2e0c-498e-4f1c-aeb7-0f93ff620ba9,2026-06-21T15:06:26+00:00,refund_eligibility,agent,retail-support-agent,2.4.1,approve_customer_refund,"{""order_value"": 365.78, ""customer_tier"": ""loyalty_gold"", ""claim_age_days"": 13, ""channel"": ""ivr_handoff""}","[""faq_kb"", ""faq_kb:9901""]",36,0.777,"[""reject_refund"", ""approve_standard_refund"", ""escalate_for_manual_review""]",approve_standard_refund,"[""damaged_item_confirmed"", ""claim_within_30_day_window=True"", ""order_value_below_auto_limit=False""]",0.74,"[{""policy_id"": ""RETURNS-AUTO-APPROVAL-04"", ""version"": ""7.2"", ""result"": ""pass""}]","{""approval_required"": true, ""approval_status"": ""approved"", ""approver_id"": ""ops-approver-88""}","{""tool"": ""refund_issue"", ""result"": ""success""}","{""outcome"": ""resolved"", ""amount"": 365.78}",Product Owner + Responsible AI/Risk,medium
DEC-20260621-7e44fb,7e44fb4f-0bcc-4c39-9aba-76d7a3b55e62,2026-06-21T19:45:58+00:00,high_risk_tool_invocation,agent,retail-support-agent,2.4.1,execute_account_mutation,"{""order_value"": 188.72, ""customer_tier"": ""standard"", ""claim_age_days"": 1, ""channel"": ""web_chat""}","[""returns_policy_kb"", ""returns_policy_kb:2551""]",19,0.692,"[""proceed_with_action"", ""request_human_approval"", ""decline_action""]",request_human_approval,"[""high_risk_write_action"", ""approval_policy_requires_review""]",0.7,"[{""policy_id"": ""HIGH-RISK-ACTION-APPROVAL"", ""version"": ""1.0"", ""result"": ""pass""}]","{""approval_required"": true, ""approval_status"": ""approved"", ""approver_id"": ""human-review-261""}","{""tool"": ""loyalty_credit"", ""result"": ""error""}","{""outcome"": ""escalated_human"", ""amount"": null}",Cyber Security + Product Owner,medium
DEC-20260621-643303,64330332-f55b-4d13-9353-b1b05cd97c55,2026-06-21T11:18:56+00:00,refund_eligibility,agent,retail-support-agent,2.4.1,approve_customer_refund,"{""order_value"": 199.54, ""customer_tier"": ""loyalty_silver"", ""claim_age_days"": 3, ""channel"": ""mobile_app""}","[""order_history_index"", ""order_history_index:5498""]",6,0.875,"[""reject_refund"", ""approve_standard_refund"", ""escalate_for_manual_review""]",approve_standard_refund,"[""damaged_item_confirmed"", ""claim_within_30_day_window=True"", ""order_value_below_auto_limit=True""]",0.83,"[{""policy_id"": ""RETURNS-AUTO-APPROVAL-04"", ""version"": ""7.2"", ""result"": ""pass""}]","{""approval_required"": true, ""approval_status"": ""approved"", ""approver_id"": ""ops-approver-32""}","{""tool"": ""refund_issue"", ""result"": ""success""}","{""outcome"": ""resolved"", ""amount"": 199.54}",Product Owner + Responsible AI/Risk,medium
DEC-20260621-bd4344,bd43445d-4daf-4757-9f95-da1162f57d01,2026-06-21T19:03:51+00:00,high_risk_tool_invocation,agent,retail-support-agent,2.4.1,execute_account_mutation,"{""order_value"": 313.75, ""customer_tier"": ""loyalty_gold"", ""claim_age_days"": 23, ""channel"": ""ivr_handoff""}","[""order_history_index"", ""order_history_index:1221""]",20,0.788,"[""proceed_with_action"", ""request_human_approval"", ""decline_action""]",proceed_with_action,"[""identity_verified"", ""action_within_agent_authority"", ""groundedness=0.788""]",0.78,"[{""policy_id"": ""HIGH-RISK-ACTION-APPROVAL"", ""version"": ""1.0"", ""result"": ""pass""}]","{""approval_required"": true, ""approval_status"": ""approved"", ""approver_id"": ""ops-approver-98""}","{""tool"": ""loyalty_credit"", ""result"": ""success""}","{""outcome"": ""resolved"", ""amount"": null}",Cyber Security + Product Owner,high
DEC-20260621-b69077,b69077ac-4da2-457c-9720-85e66074e276,2026-06-21T06:52:30+00:00,high_risk_tool_invocation,agent,retail-support-agent,2.4.1,execute_account_mutation,"{""order_value"": 230.43, ""customer_tier"": ""loyalty_gold"", ""claim_age_days"": 24, ""channel"": ""web_chat""}","[""returns_policy_kb"", ""returns_policy_kb:3053""]",35,0.74,"[""proceed_with_action"", ""request_human_approval"", ""decline_action""]",proceed_with_action,"[""identity_verified"", ""action_within_agent_authority"", ""groundedness=0.74""]",0.72,"[{""policy_id"": ""HIGH-RISK-ACTION-APPROVAL"", ""version"": ""1.0"", ""result"": ""pass""}]","{""approval_required"": true, ""approval_status"": ""approved"", ""approver_id"": ""ops-approver-13""}","{""tool"": ""loyalty_credit"", ""result"": ""success""}","{""outcome"": ""resolved"", ""amount"": null}",Cyber Security + Product Owner,high
DEC-20260621-d26e37,d26e37be-19af-44f0-bc67-cd403a91ccb2,2026-06-21T01:41:37+00:00,refund_eligibility,agent,retail-support-agent,2.4.1,approve_customer_refund,"{""order_value"": 377.89, ""customer_tier"": ""loyalty_silver"", ""claim_age_days"": 8, ""channel"": ""mobile_app""}","[""returns_policy_kb"", ""returns_policy_kb:1777""]",33,0.819,"[""reject_refund"", ""approve_standard_refund"", ""escalate_for_manual_review""]",approve_standard_refund,"[""damaged_item_confirmed"", ""claim_within_30_day_window=True"", ""order_value_below_auto_limit=False""]",0.8,"[{""policy_id"": ""RETURNS-AUTO-APPROVAL-04"", ""version"": ""7.2"", ""result"": ""pass""}]","{""approval_required"": true, ""approval_status"": ""approved"", ""approver_id"": ""ops-approver-55""}","{""tool"": ""refund_issue"", ""result"": ""success""}","{""outcome"": ""resolved"", ""amount"": 377.89}",Product Owner + Responsible AI/Risk,medium
DEC-20260621-a71f6a,a71f6a50-41d2-4979-8beb-27bdda253656,2026-06-21T17:25:31+00:00,refund_eligibility,agent,retail-support-agent,2.4.1,approve_customer_refund,"{""order_value"": 73.48, ""customer_tier"": ""loyalty_gold"", ""claim_age_days"": 23, ""channel"": ""mobile_app""}","[""returns_policy_kb"", ""returns_policy_kb:5448""]",42,0.905,"[""reject_refund"", ""approve_standard_refund"", ""escalate_for_manual_review""]",approve_standard_refund,"[""damaged_item_confirmed"", ""claim_within_30_day_window=True"", ""order_value_below_auto_limit=True""]",0.86,"[{""policy_id"": ""RETURNS-AUTO-APPROVAL-04"", ""version"": ""7.2"", ""result"": ""pass""}]","{""approval_required"": true, ""approval_status"": ""approved"", ""approver_id"": ""ops-approver-92""}","{""tool"": ""refund_issue"", ""result"": ""success""}","{""outcome"": ""resolved"", ""amount"": 73.48}",Product Owner + Responsible AI/Risk,medium
DEC-20260621-3d1550,3d15500d-edab-4b00-be92-922660ecc3b4,2026-06-21T18:56:14+00:00,refund_eligibility,agent,retail-support-agent,2.4.1,approve_customer_refund,"{""order_value"": 254.91, ""customer_tier"": ""loyalty_gold"", ""claim_age_days"": 15, ""channel"": ""web_chat""}","[""faq_kb"", ""faq_kb:9926""]",42,0.547,"[""reject_refund"", ""approve_standard_refund"", ""escalate_for_manual_review""]",approve_standard_refund,"[""damaged_item_confirmed"", ""claim_within_30_day_window=True"", ""order_value_below_auto_limit=True""]",0.54,"[{""policy_id"": ""RETURNS-AUTO-APPROVAL-04"", ""version"": ""7.2"", ""result"": ""pass""}]","{""approval_required"": true, ""approval_status"": ""approved"", ""approver_id"": ""ops-approver-88""}","{""tool"": ""refund_issue"", ""result"": ""success""}","{""outcome"": ""resolved"", ""amount"": 254.91}",Product Owner + Responsible AI/Risk,medium
DEC-20260621-2c9bff,2c9bfffc-0a30-45c6-a668-95fad4877ad5,2026-06-21T23:56:59+00:00,high_risk_tool_invocation,agent,retail-support-agent,2.4.1,execute_account_mutation,"{""order_value"": 436.47, ""customer_tier"": ""standard"", ""claim_age_days"": 6, ""channel"": ""ivr_handoff""}","[""returns_policy_kb"", ""returns_policy_kb:9003""]",27,0.757,"[""proceed_with_action"", ""request_human_approval"", ""decline_action""]",proceed_with_action,"[""identity_verified"", ""action_within_agent_authority"", ""groundedness=0.757""]",0.72,"[{""policy_id"": ""HIGH-RISK-ACTION-APPROVAL"", ""version"": ""1.0"", ""result"": ""pass""}]","{""approval_required"": true, ""approval_status"": ""approved"", ""approver_id"": ""ops-approver-84""}","{""tool"": ""address_update"", ""result"": ""success""}","{""outcome"": ""resolved"", ""amount"": null}",Cyber Security + Product Owner,medium
DEC-20260621-d3cee1,d3cee1f6-5296-4430-94d3-0c0ed8b34a04,2026-06-21T20:47:21+00:00,refund_eligibility,agent,retail-support-agent,2.4.1,approve_customer_refund,"{""order_value"": 328.92, ""customer_tier"": ""loyalty_gold"", ""claim_age_days"": 12, ""channel"": ""ivr_handoff""}","[""faq_kb"", ""faq_kb:6028""]",11,0.673,"[""reject_refund"", ""approve_standard_refund"", ""escalate_for_manual_review""]",approve_standard_refund,"[""damaged_item_confirmed"", ""claim_within_30_day_window=True"", ""order_value_below_auto_limit=False""]",0.68,"[{""policy_id"": ""RETURNS-AUTO-APPROVAL-04"", ""version"": ""7.2"", ""result"": ""pass""}]","{""approval_required"": true, ""approval_status"": ""approved"", ""approver_id"": ""ops-approver-48""}","{""tool"": ""refund_issue"", ""result"": ""success""}","{""outcome"": ""resolved"", ""amount"": 328.92}",Product Owner + Responsible AI/Risk,medium
DEC-20260621-38bfed,38bfedc0-313f-4980-b80a-adf1e0e673d9,2026-06-21T01:05:24+00:00,refund_eligibility,agent,retail-support-agent,2.4.1,approve_customer_refund,"{""order_value"": 466.59, ""customer_tier"": ""loyalty_silver"", ""claim_age_days"": 34, ""channel"": ""web_chat""}","[""order_history_index"", ""order_history_index:3680""]",15,0.669,"[""reject_refund"", ""approve_standard_refund"", ""escalate_for_manual_review""]",approve_standard_refund,"[""damaged_item_confirmed"", ""claim_within_30_day_window=False"", ""order_value_below_auto_limit=False""]",0.68,"[{""policy_id"": ""RETURNS-AUTO-APPROVAL-04"", ""version"": ""7.2"", ""result"": ""pass""}]","{""approval_required"": true, ""approval_status"": ""approved"", ""approver_id"": ""ops-approver-86""}","{""tool"": ""refund_issue"", ""result"": ""success""}","{""outcome"": ""resolved"", ""amount"": 466.59}",Product Owner + Responsible AI/Risk,medium
DEC-20260621-1fff98,1fff9821-8328-4c92-bf6a-5ee330c859cf,2026-06-21T18:07:14+00:00,escalation_vs_autoresolve,agent,retail-support-agent,2.4.1,resolve_or_escalate,"{""order_value"": 73.12, ""customer_tier"": ""loyalty_silver"", ""claim_age_days"": 31, ""channel"": ""web_chat""}","[""returns_policy_kb"", ""returns_policy_kb:3935""]",41,0.596,"[""auto_resolve"", ""escalate_for_manual_review""]",escalate_for_manual_review,"[""confidence_below_autoresolve_threshold"", ""routed_to_human_queue""]",0.58,"[{""policy_id"": ""ESCALATION-ROUTING-02"", ""version"": ""3.0"", ""result"": ""pass""}]","{""approval_required"": false, ""approval_status"": ""not_required"", ""approver_id"": ""human-review-435""}","{""tool"": """", ""result"": ""n/a""}","{""outcome"": ""escalated_human"", ""amount"": null}",Product Owner,low
DEC-20260621-7747e7,7747e789-7958-4e47-8413-db2d09948f90,2026-06-21T06:21:32+00:00,high_risk_tool_invocation,agent,retail-support-agent,2.4.1,execute_account_mutation,"{""order_value"": 33.8, ""customer_tier"": ""standard"", ""claim_age_days"": 8, ""channel"": ""mobile_app""}","[""order_history_index"", ""order_history_index:7621""]",11,0.59,"[""proceed_with_action"", ""request_human_approval"", ""decline_action""]",proceed_with_action,"[""identity_verified"", ""action_within_agent_authority"", ""groundedness=0.59""]",0.58,"[{""policy_id"": ""HIGH-RISK-ACTION-APPROVAL"", ""version"": ""1.0"", ""result"": ""pass""}]","{""approval_required"": true, ""approval_status"": ""approved"", ""approver_id"": ""ops-approver-15""}","{""tool"": ""address_update"", ""result"": ""success""}","{""outcome"": ""resolved"", ""amount"": null}",Cyber Security + Product Owner,medium
DEC-20260621-dcb051,dcb051b7-1427-47aa-b8a1-4b98b92d051f,2026-06-21T04:05:06+00:00,high_risk_tool_invocation,agent,retail-support-agent,2.4.1,execute_account_mutation,"{""order_value"": 238.04, ""customer_tier"": ""standard"", ""claim_age_days"": 15, ""channel"": ""mobile_app""}","[""faq_kb"", ""faq_kb:7714""]",2,0.757,"[""proceed_with_action"", ""request_human_approval"", ""decline_action""]",proceed_with_action,"[""identity_verified"", ""action_within_agent_authority"", ""groundedness=0.757""]",0.76,"[{""policy_id"": ""HIGH-RISK-ACTION-APPROVAL"", ""version"": ""1.0"", ""result"": ""pass""}]","{""approval_required"": true, ""approval_status"": ""approved"", ""approver_id"": ""ops-approver-53""}","{""tool"": ""address_update"", ""result"": ""success""}","{""outcome"": ""resolved"", ""amount"": null}",Cyber Security + Product Owner,medium
DEC-20260621-ff7082,ff7082c8-4fb6-46e6-a649-8c0d435087f0,2026-06-21T18:54:13+00:00,refund_eligibility,agent,retail-support-agent,2.4.1,approve_customer_refund,"{""order_value"": 216.4, ""customer_tier"": ""standard"", ""claim_age_days"": 27, ""channel"": ""web_chat""}","[""faq_kb"", ""faq_kb:5710""]",15,0.897,"[""reject_refund"", ""approve_standard_refund"", ""escalate_for_manual_review""]",approve_standard_refund,"[""damaged_item_confirmed"", ""claim_within_30_day_window=True"", ""order_value_below_auto_limit=True""]",0.89,"[{""policy_id"": ""RETURNS-AUTO-APPROVAL-04"", ""version"": ""7.2"", ""result"": ""pass""}]","{""approval_required"": true, ""approval_status"": ""approved"", ""approver_id"": ""ops-approver-71""}","{""tool"": ""refund_issue"", ""result"": ""success""}","{""outcome"": ""resolved"", ""amount"": 216.4}",Product Owner + Responsible AI/Risk,high
DEC-20260621-d341d1,d341d120-ad8c-4a58-ae24-51dcf8c38446,2026-06-21T00:43:31+00:00,high_risk_tool_invocation,agent,retail-support-agent,2.4.1,execute_account_mutation,"{""order_value"": 388.67, ""customer_tier"": ""standard"", ""claim_age_days"": 3, ""channel"": ""web_chat""}","[""returns_policy_kb"", ""returns_policy_kb:7235""]",22,0.758,"[""proceed_with_action"", ""request_human_approval"", ""decline_action""]",proceed_with_action,"[""identity_verified"", ""action_within_agent_authority"", ""groundedness=0.758""]",0.73,"[{""policy_id"": ""HIGH-RISK-ACTION-APPROVAL"", ""version"": ""1.0"", ""result"": ""pass""}]","{""approval_required"": true, ""approval_status"": ""approved"", ""approver_id"": ""ops-approver-72""}","{""tool"": ""loyalty_credit"", ""result"": ""success""}","{""outcome"": ""resolved"", ""amount"": null}",Cyber Security + Product Owner,high
DEC-20260621-f90227,f90227de-dbf7-433e-88c5-f3a20a39a5c9,2026-06-21T10:14:28+00:00,high_risk_tool_invocation,agent,retail-support-agent,2.4.1,execute_account_mutation,"{""order_value"": 343.63, ""customer_tier"": ""loyalty_silver"", ""claim_age_days"": 7, ""channel"": ""mobile_app""}","[""faq_kb"", ""faq_kb:8941""]",10,0.65,"[""proceed_with_action"", ""request_human_approval"", ""decline_action""]",request_human_approval,"[""high_risk_write_action"", ""approval_policy_requires_review""]",0.66,"[{""policy_id"": ""HIGH-RISK-ACTION-APPROVAL"", ""version"": ""1.0"", ""result"": ""pass""}]","{""approval_required"": true, ""approval_status"": ""approved"", ""approver_id"": ""human-review-245""}","{""tool"": ""loyalty_credit"", ""result"": ""success""}","{""outcome"": ""escalated_human"", ""amount"": null}",Cyber Security + Product Owner,medium
DEC-20260621-b76fc0,b76fc0ff-b619-4f39-add6-fb3f62722923,2026-06-21T09:39:28+00:00,high_risk_tool_invocation,agent,retail-support-agent,2.4.1,execute_account_mutation,"{""order_value"": 349.43, ""customer_tier"": ""standard"", ""claim_age_days"": 38, ""channel"": ""mobile_app""}","[""returns_policy_kb"", ""returns_policy_kb:9030""]",43,0.576,"[""proceed_with_action"", ""request_human_approval"", ""decline_action""]",proceed_with_action,"[""identity_verified"", ""action_within_agent_authority"", ""groundedness=0.576""]",0.57,"[{""policy_id"": ""HIGH-RISK-ACTION-APPROVAL"", ""version"": ""1.0"", ""result"": ""pass""}]","{""approval_required"": true, ""approval_status"": ""approved"", ""approver_id"": ""ops-approver-95""}","{""tool"": ""address_update"", ""result"": ""success""}","{""outcome"": ""resolved"", ""amount"": null}",Cyber Security + Product Owner,medium
DEC-20260621-24492f,24492ffb-c867-4da1-8c62-b2c17d77e14a,2026-06-21T19:12:45+00:00,refund_eligibility,agent,retail-support-agent,2.4.1,approve_customer_refund,"{""order_value"": 323.73, ""customer_tier"": ""loyalty_gold"", ""claim_age_days"": 24, ""channel"": ""mobile_app""}","[""faq_kb"", ""faq_kb:4904""]",6,0.547,"[""reject_refund"", ""approve_standard_refund"", ""escalate_for_manual_review""]",approve_standard_refund,"[""damaged_item_confirmed"", ""claim_within_30_day_window=True"", ""order_value_below_auto_limit=False""]",0.56,"[{""policy_id"": ""RETURNS-AUTO-APPROVAL-04"", ""version"": ""7.2"", ""result"": ""pass""}]","{""approval_required"": true, ""approval_status"": ""approved"", ""approver_id"": ""ops-approver-70""}","{""tool"": ""refund_issue"", ""result"": ""success""}","{""outcome"": ""resolved"", ""amount"": 323.73}",Product Owner + Responsible AI/Risk,high
DEC-20260621-481f40,481f4003-c9b5-4947-a83d-ddfa3ac30e67,2026-06-21T11:30:42+00:00,high_risk_tool_invocation,agent,retail-support-agent,2.4.1,execute_account_mutation,"{""order_value"": 102.3, ""customer_tier"": ""loyalty_silver"", ""claim_age_days"": 35, ""channel"": ""mobile_app""}","[""order_history_index"", ""order_history_index:1407""]",1,0.605,"[""proceed_with_action"", ""request_human_approval"", ""decline_action""]",proceed_with_action,"[""identity_verified"", ""action_within_agent_authority"", ""groundedness=0.605""]",0.6,"[{""policy_id"": ""HIGH-RISK-ACTION-APPROVAL"", ""version"": ""1.0"", ""result"": ""pass""}]","{""approval_required"": true, ""approval_status"": ""approved"", ""approver_id"": ""ops-approver-38""}","{""tool"": ""address_update"", ""result"": ""success""}","{""outcome"": ""resolved"", ""amount"": null}",Cyber Security + Product Owner,medium
